date,symbol,sector,action,price,shares,notional,realized_pnl,cumulative_realized_pnl,avg_cost_per_share,position_shares_after,position_value_after,cash_after,equity_after
2024-06-18,OZON,Information technology,buy,4235.5,14,58919.29,0.0,852715.66,2573.94,628,2660029.12,235677.16,2895706.28
2024-06-19,OZON,Information technology,buy,4064.5,12,47135.43,0.0,852715.66,2601.68,640,2599771.09,188541.73,2788312.83
2024-07-02,OZON,Information technology,buy,4225.0,9,37708.35,0.0,852715.66,2624.03,649,2740139.86,150833.38,2890973.24
2024-07-03,OZON,Information technology,buy,4125.0,7,30166.68,0.0,852715.66,2639.93,656,2705451.15,120666.71,2826117.86
2024-07-04,OZON,Information technology,buy,4017.0,6,24133.34,0.0,852715.66,2652.32,662,2658750.86,96533.37,2755284.23
2024-07-08,OZON,Information technology,buy,3999.5,5,19306.67,0.0,852715.66,2662.34,667,2666474.73,77226.69,2743701.42
2024-07-09,OZON,Information technology,buy,3778.0,4,15445.34,0.0,852715.66,2668.95,671,2534245.57,61781.35,2596026.92
2024-07-10,OZON,Information technology,buy,3514.0,4,12356.27,0.0,852715.66,2673.92,674,2369513.21,49425.08,2418938.3
2024-07-26,OZON,Information technology,buy,3828.5,3,9885.02,0.0,852715.66,2678.99,677,2591467.64,39540.07,2631007.71
2024-07-29,OZON,Information technology,buy,3709.0,2,7908.01,0.0,852715.66,2682.0,679,2518487.48,31632.05,2550119.53
2024-08-05,OZON,Information technology,buy,3580.0,2,6326.41,0.0,852715.66,2684.62,681,2437220.23,25305.64,2462525.87
2024-08-14,OZON,Information technology,buy,3615.0,1,5061.13,0.0,852715.66,2685.97,682,2466108.93,20244.51,2486353.44
2024-08-15,OZON,Information technology,buy,3519.5,1,4048.9,0.0,852715.66,2687.18,683,2405008.9,16195.61,2421204.51
2024-08-16,OZON,Information technology,buy,3445.0,1,3239.12,0.0,852715.66,2688.28,684,2357339.32,12956.49,2370295.81
2024-08-19,OZON,Information technology,buy,3399.5,1,2591.3,0.0,852715.66,2689.31,685,2328795.95,10365.19,2339161.14
2024-08-20,OZON,Information technology,buy,3350.0,1,2073.04,0.0,852715.66,2690.26,686,2296959.47,8292.15,2305251.62
2024-08-22,OZON,Information technology,buy,3332.0,0,1658.43,0.0,852715.66,2690.26,686,2286276.03,6633.72,2292909.75
2024-08-23,OZON,Information technology,buy,3300.0,0,1326.74,0.0,852715.66,2690.26,687,2265645.74,5306.98,2270952.72
2024-08-28,OZON,Information technology,buy,3183.0,0,1061.4,0.0,852715.66,2690.26,687,2186379.7,4245.58,2190625.28
2024-08-29,OZON,Information technology,buy,3178.0,0,849.12,0.0,852715.66,2690.26,687,2183794.35,3396.47,2187190.82
2024-08-30,OZON,Information technology,buy,3011.0,0,679.29,0.0,852715.66,2690.26,687,2069717.93,2717.17,2072435.1
2024-09-02,OZON,Information technology,buy,2854.5,0,543.43,0.0,852715.66,2690.26,688,1962685.52,2173.74,1964859.26
2024-09-03,OZON,Information technology,buy,2918.0,0,434.75,0.0,852715.66,2690.26,688,2006781.34,1738.99,2008520.33
2024-09-09,OZON,Information technology,sell,3367.0,7,23155.7,4734.79,857450.46,2690.26,681,2292414.14,24894.69,2317308.83
2024-09-16,OZON,Information technology,sell,3342.5,7,22757.33,4563.31,862013.77,2690.26,674,2252976.04,47652.02,2300628.06
2024-09-17,OZON,Information technology,sell,3405.5,7,22954.41,5004.27,867018.04,2690.26,667,2272486.1,70606.43,2343092.53
2024-09-23,OZON,Information technology,sell,3479.0,7,23215.33,5518.72,872536.75,2690.26,661,2298317.24,93821.75,2392138.99
2024-09-26,OZON,Information technology,buy,3259.5,6,18764.35,0.0,872536.75,2695.36,666,2172074.22,75057.4,2247131.62
2024-10-02,OZON,Information technology,buy,3182.0,5,15011.48,0.0,872536.75,2698.97,671,2135441.05,60045.92,2195486.97
2024-10-03,OZON,Information technology,buy,3196.0,4,12009.18,0.0,872536.75,2701.9,675,2156845.63,48036.74,2204882.37
2024-10-07,OZON,Information technology,buy,3180.0,3,9607.35,0.0,872536.75,2704.01,678,2155655.26,38429.39,2194084.65
2024-10-08,OZON,Information technology,buy,3118.0,2,7685.88,0.0,872536.75,2705.22,680,2121312.64,30743.51,2152056.15
2024-10-09,OZON,Information technology,buy,3056.5,2,6148.7,0.0,872536.75,2706.24,682,2085620.18,24594.81,2110214.99
2024-10-10,OZON,Information technology,buy,3037.5,2,4918.96,0.0,872536.75,2707.21,684,2077574.39,19675.85,2097250.23
2024-10-11,OZON,Information technology,buy,3020.0,1,3935.17,0.0,872536.75,2707.66,685,2069539.99,15740.68,2085280.67
2024-10-23,OZON,Information technology,buy,2980.5,1,3148.14,0.0,872536.75,2708.06,686,2045619.64,12592.54,2058212.18
2024-10-25,OZON,Information technology,buy,2873.0,1,2518.51,0.0,872536.75,2708.3,687,1974357.2,10074.03,1984431.24
2024-10-28,OZON,Information technology,buy,2747.5,1,2014.81,0.0,872536.75,2708.35,688,1890127.03,8059.23,1898186.26
2024-10-29,OZON,Information technology,buy,2760.5,1,1611.85,0.0,872536.75,2708.43,689,1900682.15,6447.38,1907129.53
2024-10-30,OZON,Information technology,buy,2686.0,0,1289.48,0.0,872536.75,2708.43,689,1850676.27,5157.91,1855834.18
2024-10-31,OZON,Information technology,buy,2659.5,0,1031.58,0.0,872536.75,2708.43,689,1833449.14,4126.32,1837575.46
2024-11-01,OZON,Information technology,buy,2675.5,0,825.26,0.0,872536.75,2708.43,690,1845304.74,3301.06,1848605.8
2024-11-02,OZON,Information technology,buy,2668.5,0,660.21,0.0,872536.75,2708.43,690,1841137.02,2640.85,1843777.87
2024-11-06,OZON,Information technology,sell,2892.0,7,19953.41,1282.98,873819.73,2708.43,683,1975387.89,22594.26,1997982.15
2024-11-07,OZON,Information technology,sell,3048.5,7,20822.86,2378.37,876198.1,2708.43,676,2061462.75,43417.12,2104879.87
2024-11-08,OZON,Information technology,sell,3288.0,7,22234.18,4054.7,880252.8,2708.43,669,2201183.74,65651.3,2266835.03
2024-11-11,OZON,Information technology,sell,3244.5,7,21720.62,3750.23,884003.03,2708.43,663,2150341.62,87371.92,2237713.53
2024-11-12,OZON,Information technology,sell,3206.0,7,21248.25,3480.76,887483.79,2708.43,656,2103576.9,108620.17,2212197.07
2024-11-13,OZON,Information technology,sell,3268.5,7,21445.85,3918.21,891402.0,2708.43,650,2123139.64,130066.02,2253205.67
2024-11-14,OZON,Information technology,sell,3307.5,6,21484.73,3592.45,894994.44,2708.43,643,2126988.38,151550.76,2278539.14
2024-11-15,OZON,Information technology,sell,3458.5,6,22240.94,4498.35,899492.8,2708.43,637,2201852.59,173791.69,2375644.28
2024-11-21,OZON,Information technology,buy,3107.5,11,34758.34,0.0,899492.8,2715.19,648,2013146.92,139033.35,2152180.27
2024-11-22,OZON,Information technology,buy,3077.5,9,27806.67,0.0,899492.8,2720.14,657,2021518.54,111226.68,2132745.23
2024-11-25,OZON,Information technology,buy,2801.5,8,22245.34,0.0,899492.8,2721.12,665,1862467.66,88981.35,1951449.01
2024-11-26,OZON,Information technology,buy,2739.0,6,17796.27,0.0,899492.8,2721.28,671,1838713.25,71185.08,1909898.33
2024-12-03,OZON,Information technology,buy,2730.5,5,14237.02,0.0,899492.8,2721.35,677,1847244.15,56948.06,1904192.21
2024-12-04,OZON,Information technology,buy,2674.5,4,11389.61,0.0,899492.8,2721.08,681,1820748.51,45558.45,1866306.96
2024-12-12,OZON,Information technology,buy,2662.0,3,9111.69,0.0,899492.8,2720.82,684,1821350.44,36446.76,1857797.2
2024-12-13,OZON,Information technology,buy,2668.0,3,7289.35,0.0,899492.8,2720.59,687,1832745.01,29157.41,1861902.42
2024-12-16,OZON,Information technology,buy,2546.0,2,5831.48,0.0,899492.8,2720.09,689,1754770.31,23325.93,1778096.24
2024-12-17,OZON,Information technology,buy,2574.0,2,4665.19,0.0,899492.8,2719.66,691,1778733.84,18660.74,1797394.58
2024-12-19,OZON,Information technology,buy,2494.0,1,3732.15,0.0,899492.8,2719.34,693,1727182.88,14928.59,1742111.47
2024-12-20,OZON,Information technology,sell,2830.0,7,19598.75,772.65,900265.45,2719.34,686,1940275.97,34527.34,1974803.31
2024-12-23,OZON,Information technology,sell,2988.0,7,20486.02,1878.54,902143.99,2719.34,679,2028116.31,55013.36,2083129.68
2024-12-24,OZON,Information technology,sell,2935.0,7,19921.42,1507.58,903651.56,2719.34,672,1972220.94,74934.79,2047155.72
2024-12-25,OZON,Information technology,sell,3002.0,7,20172.43,1976.53,905628.09,2719.34,665,1997070.25,95107.21,2092177.46
2024-12-26,OZON,Information technology,sell,3100.0,7,20622.64,2662.46,908290.55,2719.34,659,2041641.77,115729.86,2157371.63
2024-12-27,OZON,Information technology,sell,3070.0,7,20218.84,2452.48,910743.03,2719.34,652,2001665.11,135948.7,2137613.8
2024-12-28,OZON,Information technology,sell,3124.5,7,20372.0,2833.94,913576.98,2719.34,645,2016827.56,156320.69,2173148.25
2024-12-30,OZON,Information technology,sell,3301.0,6,21307.56,3487.99,917064.96,2719.34,639,2109448.64,177628.25,2287076.9
2025-01-16,OZON,Information technology,sell,3273.0,6,20915.56,3320.0,920384.97,2719.34,633,2070640.16,198543.81,2269183.97
2025-01-17,OZON,Information technology,sell,3485.0,6,22047.6,4591.88,924976.85,2719.34,626,2182712.84,220591.42,2403304.26
2025-01-21,OZON,Information technology,sell,3468.0,6,21720.65,4489.89,929466.73,2719.34,620,2150344.81,242312.07,2392656.88
2025-01-23,OZON,Information technology,sell,3563.5,6,22095.6,5062.83,934529.56,2719.34,614,2187464.3,264407.67,2451871.97
2025-01-30,OZON,Information technology,sell,3619.5,6,22218.4,5398.8,939928.36,2719.34,608,2199621.65,286626.07,2486247.72
2025-02-11,OZON,Information technology,sell,3717.5,6,22591.78,5986.74,945915.1,2719.34,602,2236585.87,309217.85,2545803.72
2025-02-12,OZON,Information technology,sell,4002.0,6,24077.52,7693.57,953608.67,2719.34,596,2383674.11,333295.36,2716969.47
2025-02-13,OZON,Information technology,sell,3914.5,6,23315.57,7168.62,960777.29,2719.34,590,2308241.72,356610.94,2664852.66
2025-02-17,OZON,Information technology,sell,4102.0,6,24188.04,8293.51,969070.79,2719.34,584,2394615.78,380798.97,2775414.75
2025-02-24,OZON,Information technology,sell,4110.0,6,23992.86,8341.5,977412.3,2719.34,578,2375293.06,404791.83,2780084.9
2025-02-25,OZON,Information technology,sell,4191.5,6,24223.94,8830.45,986242.75,2719.34,572,2398170.43,429015.78,2827186.21
2025-03-03,OZON,Information technology,buy,3915.5,22,85803.16,0.0,986242.75,2763.66,594,2326059.94,343212.62,2669272.56
2025-03-14,OZON,Information technology,buy,3928.0,17,68642.52,0.0,986242.75,2796.06,612,2402128.27,274570.1,2676698.37
2025-03-24,OZON,Information technology,buy,3898.0,14,54914.02,0.0,986242.75,2820.75,626,2438696.1,219656.08,2658352.18
2025-03-26,OZON,Information technology,buy,3875.0,11,43931.22,0.0,986242.75,2838.99,637,2468237.88,175724.86,2643962.74
2025-03-27,OZON,Information technology,buy,3762.0,9,35144.97,0.0,986242.75,2851.88,646,2431405.85,140579.89,2571985.74
2025-03-28,OZON,Information technology,buy,3538.5,8,28115.98,0.0,986242.75,2860.3,654,2315072.28,112463.91,2427536.19
2025-04-04,OZON,Information technology,buy,3486.5,6,22492.78,0.0,986242.75,2866.0,661,2303543.94,89971.13,2393515.06
2025-04-07,OZON,Information technology,buy,3470.0,5,17994.23,0.0,986242.75,2870.55,666,2310636.55,71976.9,2382613.45
2025-04-08,OZON,Information technology,buy,3387.5,4,14395.38,0.0,986242.75,2873.65,670,2270096.05,57581.52,2327677.57
2025-04-17,OZON,Information technology,sell,3631.0,7,24332.75,5298.92,991541.67,2873.65,663,2408942.16,81914.27,2490856.43
2025-04-23,OZON,Information technology,sell,3673.5,7,24371.38,5596.39,997138.06,2873.65,657,2412766.87,106285.65,2519052.53
2025-04-24,OZON,Information technology,sell,3718.5,7,24423.23,5911.36,1003049.42,2873.65,650,2417899.79,130708.88,2548608.68
2025-04-25,OZON,Information technology,sell,3757.0,7,24429.34,6180.83,1009230.25,2873.65,644,2418504.51,155138.22,2573642.73
2025-04-28,OZON,Information technology,sell,3770.0,6,24268.73,5375.85,1014606.1,2873.65,637,2402604.31,179406.95,2582011.26
2025-04-29,OZON,Information technology,sell,3774.5,6,24054.72,5402.85,1020008.95,2873.65,631,2381417.42,203461.67,2584879.09
2025-05-02,OZON,Information technology,buy,3540.0,11,40692.33,0.0,1020008.95,2885.13,642,2274158.4,162769.34,2436927.74
2025-05-05,OZON,Information technology,buy,3558.5,9,32553.87,0.0,1020008.95,2894.48,652,2318596.99,130215.47,2448812.46
2025-05-14,OZON,Information technology,buy,3527.5,7,26043.09,0.0,1020008.95,2901.25,659,2324441.55,104172.38,2428613.92
2025-05-19,OZON,Information technology,buy,3532.0,6,20834.48,0.0,1020008.95,2906.98,665,2348241.29,83337.9,2431579.19
2025-05-20,OZON,Information technology,buy,3523.0,5,16667.58,0.0,1020008.95,2911.61,670,2358925.24,66670.32,2425595.56
2025-05-21,OZON,Information technology,buy,3517.5,4,13334.06,0.0,1020008.95,2915.23,673,2368576.63,53336.26,2421912.88
2025-05-22,OZON,Information technology,buy,3516.0,3,10667.25,0.0,1020008.95,2917.91,676,2378233.82,42669.01,2420902.83
2025-05-26,OZON,Information technology,buy,3443.0,2,8533.8,0.0,1020008.95,2919.46,679,2337390.19,34135.2,2371525.39
2025-05-28,OZON,Information technology,sell,3698.0,7,25105.05,5447.17,1025456.11,2919.46,672,2485400.01,59240.26,2544640.26
2025-05-29,OZON,Information technology,sell,3677.0,7,24712.86,5300.18,1030756.3,2919.46,665,2446573.19,83953.12,2530526.31
2025-05-30,OZON,Information technology,sell,3696.0,7,24592.15,5433.17,1036189.47,2919.46,659,2434623.11,108545.27,2543168.38
2025-06-02,OZON,Information technology,sell,3738.0,7,24622.89,5727.14,1041916.61,2919.46,652,2437666.39,133168.16,2570834.55
2025-06-03,OZON,Information technology,sell,3843.0,7,25061.4,6462.07,1048378.67,2919.46,646,2481078.76,158229.56,2639308.32
2025-06-04,OZON,Information technology,sell,3867.0,6,24965.73,5682.9,1054061.57,2919.46,639,2471607.67,183195.3,2654802.96
2025-06-05,OZON,Information technology,sell,4000.0,6,25566.15,6480.82,1060542.39,2919.46,633,2531048.97,208761.45,2739810.41
2025-06-11,OZON,Information technology,buy,3671.0,11,41752.29,0.0,1060542.39,2932.41,644,2364622.48,167009.16,2531631.64
2025-06-13,OZON,Information technology,buy,3656.0,9,33401.83,0.0,1060542.39,2942.46,653,2388362.27,133607.33,2521969.6
2025-06-25,OZON,Information technology,sell,3914.5,7,25572.33,6801.53,1067343.92,2942.46,647,2531660.74,159179.66,2690840.4
2025-06-26,OZON,Information technology,sell,3889.5,6,25154.92,5679.9,1073023.82,2942.46,640,2490337.34,184334.58,2674671.92
2025-06-27,OZON,Information technology,sell,3900.5,6,24973.8,5745.89,1078769.71,2942.46,634,2472406.53,209308.38,2681714.91
2025-06-30,OZON,Information technology,sell,3967.0,6,25145.59,6144.85,1084914.55,2942.46,628,2489413.24,234453.97,2723867.21
2025-07-01,OZON,Information technology,sell,3944.0,6,24749.8,6006.86,1090921.42,2942.46,621,2450230.24,259203.77,2709434.01
2025-07-02,OZON,Information technology,sell,3970.5,6,24666.93,6165.85,1097087.26,2942.46,615,2442026.56,283870.71,2725897.27
2025-07-03,OZON,Information technology,sell,3963.0,6,24374.14,6120.85,1103208.11,2942.46,609,2413039.6,308244.84,2721284.45
2025-07-08,OZON,Information technology,buy,3883.5,16,61648.97,0.0,1103208.11,2966.72,625,2426281.65,246595.88,2672877.52
2025-07-09,OZON,Information technology,buy,3861.0,13,49319.18,0.0,1103208.11,2985.06,638,2461543.57,197276.7,2658820.27
2025-07-11,OZON,Information technology,buy,3801.0,10,39455.34,0.0,1103208.11,2997.74,648,2462746.49,157821.36,2620567.85
2025-07-15,OZON,Information technology,sell,4062.5,6,26321.78,6386.13,1109594.25,2997.74,641,2605855.96,184143.14,2789999.1
2025-07-16,OZON,Information technology,sell,4133.0,6,26510.78,6809.09,1116403.34,2997.74,635,2624566.81,210653.91,2835220.73
2025-07-18,OZON,Information technology,sell,4198.5,6,26661.61,7202.05,1123605.39,2997.74,629,2639499.47,237315.52,2876815.0
2025-07-21,OZON,Information technology,sell,4254.5,6,26747.05,7538.02,1131143.41,2997.74,622,2647958.32,264062.58,2912020.9
2025-07-22,OZON,Information technology,sell,4226.0,6,26302.2,7367.03,1138510.44,2997.74,616,2603918.0,290364.78,2894282.78
2025-07-23,OZON,Information technology,sell,4279.5,6,26368.83,7688.0,1146198.44,2997.74,610,2610514.06,316733.61,2927247.67
2025-07-30,OZON,Information technology,buy,4060.0,16,63346.72,0.0,1146198.44,3024.99,626,2539964.8,253386.89,2793351.69
2025-08-06,OZON,Information technology,sell,4275.5,6,26747.83,7500.52,1153698.96,3024.99,619,2648035.3,280134.72,2928170.02
2025-08-07,OZON,Information technology,sell,4361.5,6,27012.99,8016.47,1161715.43,3024.99,613,2674286.49,307147.71,2981434.21
2025-08-08,OZON,Information technology,sell,4448.0,6,27273.25,8535.41,1170250.84,3024.99,607,2700051.37,334420.96,3034472.33
2025-08-11,OZON,Information technology,sell,4424.0,6,26854.83,8391.43,1178642.27,3024.99,601,2658627.92,361275.79,3019903.71
2022-08-29,RTGZ,Rosneft Oil Company,buy,23000.0,9,200000.0,0.0,0.0,23002.3,9,200000.0,800000.0,1000000.0
2022-08-31,RTGZ,Rosneft Oil Company,sell,23600.0,0,2052.17,0.0,0.0,23002.3,9,203165.22,802052.17,1005217.39
2022-09-01,RTGZ,Rosneft Oil Company,sell,23600.0,0,2031.65,0.0,0.0,23002.3,9,201133.57,804083.83,1005217.39
2022-09-05,RTGZ,Rosneft Oil Company,sell,24300.0,0,2070.99,0.0,0.0,23002.3,8,205028.4,806154.82,1011183.22
2022-09-06,RTGZ,Rosneft Oil Company,sell,24500.0,0,2067.16,0.0,0.0,23002.3,8,204648.72,808221.98,1012870.69
2022-09-14,RTGZ,Rosneft Oil Company,sell,24600.0,0,2054.84,0.0,0.0,23002.3,8,203429.18,810276.82,1013705.99
2022-09-15,RTGZ,Rosneft Oil Company,sell,25100.0,0,2075.64,0.0,0.0,23002.3,8,205488.28,812352.46,1017840.73
2022-09-16,RTGZ,Rosneft Oil Company,sell,26200.0,0,2144.94,0.0,0.0,23002.3,8,212348.8,814497.4,1026846.2
2022-09-19,RTGZ,Rosneft Oil Company,sell,26800.0,0,2172.12,0.0,0.0,23002.3,8,215039.63,816669.51,1031709.15
2022-09-26,RTGZ,Rosneft Oil Company,buy,21900.0,7,163333.9,0.0,0.0,22521.0,15,339056.59,653335.61,992392.2
2022-09-28,RTGZ,Rosneft Oil Company,buy,22200.0,6,130667.12,0.0,0.0,22434.06,21,474368.32,522668.49,997036.81
2022-09-29,RTGZ,Rosneft Oil Company,buy,21200.0,5,104533.7,0.0,0.0,22205.92,26,557534.08,418134.79,975668.87
2022-09-30,RTGZ,Rosneft Oil Company,buy,21000.0,4,83626.96,0.0,0.0,22050.59,30,635901.28,334507.83,970409.11
2022-10-05,RTGZ,Rosneft Oil Company,buy,20500.0,3,66901.57,0.0,0.0,21913.96,34,687662.34,267606.27,955268.6
2022-10-07,RTGZ,Rosneft Oil Company,buy,20600.0,3,53521.25,0.0,0.0,21807.59,36,744538.04,214085.01,958623.06
2022-10-10,RTGZ,Rosneft Oil Company,buy,20500.0,2,42817.0,0.0,0.0,21740.64,38,783740.78,171268.01,955008.79
2022-10-13,RTGZ,Rosneft Oil Company,sell,21900.0,0,8372.65,0.0,0.0,21740.64,38,828891.9,179640.66,1008532.55
2022-10-14,RTGZ,Rosneft Oil Company,sell,22700.0,0,8591.71,0.0,0.0,21740.64,37,850579.34,188232.37,1038811.71
2022-10-18,RTGZ,Rosneft Oil Company,sell,22800.0,0,8543.26,0.0,0.0,21740.64,37,845783.12,196775.63,1042558.76
2022-10-25,RTGZ,Rosneft Oil Company,sell,23200.0,0,8606.21,0.0,0.0,21740.64,37,852015.21,205381.84,1057397.06
2022-10-27,RTGZ,Rosneft Oil Company,sell,23200.0,0,8520.15,0.0,0.0,21740.64,36,843495.06,213902.0,1057397.06
2022-11-07,RTGZ,Rosneft Oil Company,sell,23200.0,0,8434.95,0.0,0.0,21740.64,36,835060.11,222336.95,1057397.06
2022-11-08,RTGZ,Rosneft Oil Company,sell,23400.0,0,8422.59,0.0,0.0,21740.64,36,833836.31,230759.54,1064595.85
2022-11-18,RTGZ,Rosneft Oil Company,buy,22400.0,2,46151.91,0.0,0.0,21772.91,38,844354.19,184607.63,1028961.82
2022-11-21,RTGZ,Rosneft Oil Company,sell,24300.0,0,9159.74,0.0,0.0,21772.91,37,906813.78,193767.36,1100581.15
2022-11-28,RTGZ,Rosneft Oil Company,sell,25000.0,0,9329.36,0.0,0.0,21772.91,37,923606.63,203096.72,1126703.36
2022-12-01,RTGZ,Rosneft Oil Company,sell,25900.0,0,9568.56,0.0,0.0,21772.91,37,947287.91,212665.29,1159953.19
2022-12-02,RTGZ,Rosneft Oil Company,sell,25900.0,0,9472.88,0.0,0.0,21772.91,36,937815.03,222138.17,1159953.19
2022-12-07,RTGZ,Rosneft Oil Company,buy,24100.0,2,44427.63,0.0,0.0,21881.26,38,917066.33,177710.53,1094776.86
2022-12-08,RTGZ,Rosneft Oil Company,buy,24100.0,1,35542.11,0.0,0.0,21931.74,40,952608.43,142168.43,1094776.86
2022-12-19,RTGZ,Rosneft Oil Company,buy,23600.0,1,28433.69,0.0,0.0,21968.86,41,961278.46,113734.74,1075013.2
2022-12-20,RTGZ,Rosneft Oil Company,buy,23500.0,1,22746.95,0.0,0.0,22002.2,42,979952.19,90987.79,1070939.99
2022-12-22,RTGZ,Rosneft Oil Company,buy,23300.0,1,18197.56,0.0,0.0,22029.86,42,989809.73,72790.23,1062599.97
2022-12-23,RTGZ,Rosneft Oil Company,buy,23200.0,1,14558.05,0.0,0.0,22054.29,43,1000119.67,58232.19,1058351.86
2022-12-26,RTGZ,Rosneft Oil Company,buy,23300.0,0,11646.44,0.0,0.0,22054.29,44,1016076.97,46585.75,1062662.72
2023-01-06,RTGZ,Rosneft Oil Company,sell,24200.0,0,10553.25,0.0,0.0,22054.29,43,1044771.33,57139.0,1101910.33
2023-01-09,RTGZ,Rosneft Oil Company,sell,24200.0,0,10447.71,0.0,0.0,22054.29,43,1034323.62,67586.71,1101910.33
2023-01-13,RTGZ,Rosneft Oil Company,sell,24500.0,0,10471.46,0.0,0.0,22054.29,42,1036674.35,78058.17,1114732.52
2023-01-16,RTGZ,Rosneft Oil Company,sell,24900.0,0,10536.0,0.0,0.0,22054.29,42,1043063.65,88594.16,1131657.81
2023-01-30,RTGZ,Rosneft Oil Company,buy,23700.0,1,17718.83,0.0,0.0,22087.92,43,1010514.36,70875.33,1081389.69
2023-02-01,RTGZ,Rosneft Oil Company,sell,24700.0,0,10531.52,0.0,0.0,22087.92,42,1042620.57,81406.85,1124027.42
2023-02-07,RTGZ,Rosneft Oil Company,sell,25000.0,0,10552.84,0.0,0.0,22087.92,42,1044731.14,91959.69,1136690.83
2023-02-16,RTGZ,Rosneft Oil Company,buy,24200.0,1,18391.94,0.0,0.0,22130.21,43,1029691.68,73567.75,1103259.43
2023-02-21,RTGZ,Rosneft Oil Company,sell,25600.0,0,10892.61,0.0,0.0,22130.21,42,1078368.02,84460.36,1162828.38
2023-02-27,RTGZ,Rosneft Oil Company,sell,26200.0,0,11036.42,0.0,0.0,22130.21,42,1092605.84,95496.78,1188102.63
2023-03-01,RTGZ,Rosneft Oil Company,sell,26500.0,0,11051.17,0.0,0.0,22130.21,41,1094065.43,106547.95,1200613.38
2023-03-07,RTGZ,Rosneft Oil Company,sell,29300.0,0,12096.65,0.0,0.0,22130.21,41,1197568.15,118644.6,1316212.75
2023-03-09,RTGZ,Rosneft Oil Company,sell,33400.0,0,13651.46,0.0,0.0,22130.21,40,1351494.49,132296.06,1483790.54
2023-03-10,RTGZ,Rosneft Oil Company,sell,34400.0,0,13919.58,0.0,0.0,22130.21,40,1378038.81,146215.64,1524254.45
2023-03-13,RTGZ,Rosneft Oil Company,sell,33700.0,0,13499.97,0.0,0.0,22130.21,40,1336497.35,159715.61,1496212.96
2023-03-14,RTGZ,Rosneft Oil Company,sell,33400.0,0,13246.0,0.0,0.0,22130.21,39,1311353.75,172961.61,1484315.36
2023-03-15,RTGZ,Rosneft Oil Company,sell,33300.0,0,13074.28,0.0,0.0,22130.21,39,1294353.26,186035.89,1480389.15
2023-03-31,RTGZ,Rosneft Oil Company,buy,31600.0,1,37207.18,0.0,0.0,22315.96,40,1265482.35,148828.71,1414311.06
2023-04-04,RTGZ,Rosneft Oil Company,sell,32400.0,0,12975.2,0.0,0.0,22315.96,40,1284544.68,161803.91,1446348.58
2023-04-05,RTGZ,Rosneft Oil Company,sell,32700.0,0,12964.39,0.0,0.0,22315.96,39,1283474.22,174768.29,1458242.51
2023-04-10,RTGZ,Rosneft Oil Company,sell,32800.0,0,12873.99,0.0,0.0,22315.96,39,1274525.23,187642.29,1462167.51
2023-04-11,RTGZ,Rosneft Oil Company,sell,33700.0,0,13094.97,0.0,0.0,22315.96,38,1296401.99,200737.26,1497139.24
2023-04-24,RTGZ,Rosneft Oil Company,buy,32000.0,1,40147.45,0.0,0.0,22502.25,40,1271152.3,160589.8,1431742.11
2023-04-28,RTGZ,Rosneft Oil Company,buy,31900.0,1,32117.96,0.0,0.0,22679.63,41,1299297.91,128471.84,1427769.76
2023-05-02,RTGZ,Rosneft Oil Company,buy,31900.0,1,25694.37,0.0,0.0,22850.43,42,1324992.28,102777.47,1427769.76
2023-05-03,RTGZ,Rosneft Oil Company,buy,30700.0,1,20555.49,0.0,0.0,22993.21,42,1295704.81,82221.98,1377926.79
2023-05-04,RTGZ,Rosneft Oil Company,buy,29800.0,1,16444.4,0.0,0.0,23114.81,43,1274164.37,65777.58,1339941.96
2023-05-05,RTGZ,Rosneft Oil Company,buy,29800.0,0,13155.52,0.0,0.0,23114.81,43,1287319.89,52622.07,1339941.96
2023-05-08,RTGZ,Rosneft Oil Company,buy,30100.0,0,10524.41,0.0,0.0,23114.81,44,1310803.9,42097.65,1352901.55
2023-05-23,RTGZ,Rosneft Oil Company,buy,30000.0,0,8419.53,0.0,0.0,23114.81,44,1314868.6,33678.12,1348546.72
2023-05-24,RTGZ,Rosneft Oil Company,buy,29100.0,0,6735.62,0.0,0.0,23114.81,44,1282158.17,26942.5,1309100.66
2023-06-08,RTGZ,Rosneft Oil Company,buy,29200.0,0,5388.5,0.0,0.0,23114.81,44,1291952.71,21554.0,1313506.71
2023-06-19,RTGZ,Rosneft Oil Company,buy,28900.0,0,4310.8,0.0,0.0,23114.81,44,1282990.02,17243.2,1300233.22
2023-06-20,RTGZ,Rosneft Oil Company,buy,28800.0,0,3448.64,0.0,0.0,23114.81,45,1281999.25,13794.56,1295793.81
2023-06-27,RTGZ,Rosneft Oil Company,buy,28800.0,0,2758.91,0.0,0.0,23114.81,45,1284758.16,11035.65,1295793.81
2023-06-28,RTGZ,Rosneft Oil Company,buy,28800.0,0,2207.13,0.0,0.0,23114.81,45,1286965.29,8828.52,1295793.81
2023-06-29,RTGZ,Rosneft Oil Company,buy,28800.0,0,1765.7,0.0,0.0,23114.81,45,1288730.99,7062.81,1295793.81
2023-06-30,RTGZ,Rosneft Oil Company,buy,28800.0,0,1412.56,0.0,0.0,23114.81,45,1290143.56,5650.25,1295793.81
2023-07-10,RTGZ,Rosneft Oil Company,sell,29200.0,0,13080.62,0.0,0.0,23114.81,44,1294981.59,18730.87,1313712.47
