date,symbol,sector,action,price,shares,notional,position_shares_after,position_value_after,cash_after,total_equity_after,rsi,rsi_signal
2025-05-19,OZON,Information technology,buy,3532.0,6,20834.48,664.85,2348241.29,83337.9,2431579.19,26.62,buy
2025-05-19,RTGZ,Rosneft Oil Company,buy,52000.0,0,21594.23,42.74,2222669.35,86376.93,2309046.28,21.89,buy
2025-05-20,OZON,Information technology,buy,3523.0,5,16667.58,669.58,2358925.24,66670.32,2425595.56,23.31,buy
2025-05-20,RTGZ,Rosneft Oil Company,buy,51200.0,0,17275.39,43.08,2205749.82,69101.54,2274851.37,11.54,buy
2025-05-21,OZON,Information technology,buy,3517.5,4,13334.06,673.37,2368576.63,53336.26,2421912.88,21.06,buy
2025-05-21,RTGZ,Rosneft Oil Company,buy,50800.0,0,13820.31,43.35,2202337.71,55281.23,2257618.95,8.67,buy
2025-05-22,OZON,Information technology,buy,3516.0,3,10667.25,676.4,2378233.82,42669.01,2420902.83,20.32,buy
2025-05-22,RTGZ,Rosneft Oil Company,buy,50200.0,0,11056.25,43.57,2187382.1,44224.99,2231607.08,5.7,buy
2025-05-22,SBER,Finance,buy,302.66,79,23911.63,7130.47,2158107.59,95646.53,2253754.12,28.9,buy
2025-05-23,RTGZ,Rosneft Oil Company,buy,50200.0,0,8845.0,43.75,2196227.09,35379.99,2231607.08,5.7,buy
2025-05-23,SBER,Finance,buy,302.22,63,19129.31,7193.76,2174099.49,76517.23,2250616.72,26.66,buy
2025-05-26,OZON,Information technology,buy,3443.0,2,8533.8,678.88,2337390.19,34135.2,2371525.39,11.7,buy
2025-05-26,RTGZ,Rosneft Oil Company,buy,49200.0,0,7076.0,43.89,2159553.55,28303.99,2187857.54,2.69,buy
2025-05-26,SBER,Finance,buy,297.77,51,15303.45,7245.16,2157390.68,61213.78,2218604.47,12.7,buy
2025-05-27,SBER,Finance,buy,298.7,41,12242.76,7286.14,2176371.44,48971.03,2225342.46,24.3,buy
2025-05-28,OZON,Information technology,sell,3698.0,7,25105.05,672.09,2485400.01,59240.26,2544640.26,81.4,sell
2025-05-28,SBER,Finance,sell,308.47,73,22475.57,7213.28,2225081.5,71446.6,2296528.1,74.37,sell
2025-05-29,OZON,Information technology,sell,3677.0,7,24712.86,665.37,2446573.19,83953.12,2530526.31,73.74,sell
2025-05-30,OZON,Information technology,sell,3696.0,7,24592.15,658.72,2434623.11,108545.27,2543168.38,76.53,sell
2025-05-30,RTGZ,Rosneft Oil Company,sell,52200.0,0,22912.34,43.45,2268321.31,51216.33,2319537.63,80.32,sell
2025-05-30,SBER,Finance,sell,309.3,72,22310.69,7141.15,2208757.84,93757.28,2302515.12,71.87,sell
2025-06-02,OZON,Information technology,sell,3738.0,7,24622.89,652.13,2437666.39,133168.16,2570834.55,82.35,sell
2025-06-02,SBER,Finance,sell,309.63,71,22111.14,7069.74,2189003.28,115868.43,2304871.7,72.95,sell
2025-06-03,OZON,Information technology,sell,3843.0,7,25061.4,645.61,2481078.76,158229.56,2639308.32,90.55,sell
2025-06-03,RTGZ,Rosneft Oil Company,sell,53000.0,0,23030.85,43.02,2280054.0,74247.18,2354301.18,76.1,sell
2025-06-03,SBER,Finance,sell,313.55,71,22167.17,6999.04,2194549.49,138035.59,2332585.08,83.54,sell
2025-06-04,OZON,Information technology,sell,3867.0,6,24965.73,639.15,2471607.67,183195.3,2654802.96,91.77,sell
2025-06-04,SBER,Finance,sell,313.23,70,21923.1,6929.05,2170386.69,159958.69,2330345.38,79.96,sell
2025-06-05,OZON,Information technology,sell,4000.0,6,25566.15,632.76,2531048.97,208761.45,2739810.41,95.89,sell
2025-06-05,SBER,Finance,sell,317.96,69,22031.61,6859.76,2181129.49,181990.3,2363119.8,89.38,sell
2025-06-10,RTGZ,Rosneft Oil Company,buy,50000.0,0,14849.44,43.32,2165843.78,59397.74,2225241.52,27.43,buy
2025-06-11,OZON,Information technology,buy,3671.0,11,41752.29,644.14,2364622.48,167009.16,2531631.64,27.28,buy
2025-06-13,OZON,Information technology,buy,3656.0,9,33401.83,653.27,2388362.27,133607.33,2521969.6,25.11,buy
2025-06-20,SBER,Finance,buy,309.7,118,36398.06,6977.29,2160865.93,145592.24,2306458.17,29.11,buy
2025-06-23,RTGZ,Rosneft Oil Company,buy,49800.0,0,11879.55,43.56,2169059.95,47518.19,2216578.14,19.52,buy
2025-06-25,OZON,Information technology,sell,3914.5,7,25572.33,646.74,2531660.74,159179.66,2690840.4,86.35,sell
2025-06-25,SBER,Finance,sell,313.78,70,21893.33,6907.51,2167439.93,167485.57,2334925.51,71.89,sell
2025-06-26,OZON,Information technology,sell,3889.5,6,25154.92,640.27,2490337.34,184334.58,2674671.92,75.13,sell
2025-06-27,OZON,Information technology,sell,3900.5,6,24973.8,633.87,2472406.53,209308.38,2681714.91,76.97,sell
2025-06-27,SBER,Finance,sell,315.18,69,21771.1,6838.44,2155339.35,189256.68,2344596.03,74.82,sell
2025-06-30,OZON,Information technology,sell,3967.0,6,25145.59,627.53,2489413.24,234453.97,2723867.21,85.85,sell
2025-06-30,RTGZ,Rosneft Oil Company,sell,54000.0,0,23519.93,43.12,2328472.79,71038.12,2399510.91,82.22,sell
2025-06-30,SBER,Finance,sell,316.15,68,21619.73,6770.06,2140352.91,210876.4,2351229.31,79.48,sell
2025-07-01,OZON,Information technology,sell,3944.0,6,24749.8,621.26,2450230.24,259203.77,2709434.01,72.34,sell
2025-07-01,SBER,Finance,sell,318.42,68,21557.21,6702.35,2134163.72,232433.61,2366597.34,87.23,sell
2025-07-02,OZON,Information technology,sell,3970.5,6,24666.93,615.04,2442026.56,283870.71,2725897.27,77.94,sell
2025-07-02,SBER,Finance,sell,319.43,67,21409.33,6635.33,2119523.77,253842.95,2373366.72,89.66,sell
2025-07-03,OZON,Information technology,sell,3963.0,6,24374.14,608.89,2413039.6,308244.84,2721284.45,72.15,sell
2025-07-03,SBER,Finance,sell,319.17,66,21177.99,6568.98,2096620.6,275020.93,2371641.53,83.9,sell
2025-07-04,SBER,Finance,sell,319.44,66,20983.94,6503.29,2077410.28,296004.87,2373415.15,85.28,sell
2025-07-07,SBER,Finance,buy,313.5,189,59200.97,6692.13,2097981.73,236803.9,2334785.62,23.49,buy
2025-07-08,OZON,Information technology,buy,3883.5,16,61648.97,624.77,2426281.65,246595.88,2672877.52,29.45,buy
2025-07-08,SBER,Finance,buy,309.71,153,47360.78,6845.05,2119979.35,189443.12,2309422.46,14.26,buy
2025-07-09,OZON,Information technology,buy,3861.0,13,49319.18,637.54,2461543.57,197276.7,2658820.27,21.83,buy
2025-07-09,SBER,Finance,buy,310.09,122,37888.62,6967.23,2160469.09,151554.5,2312023.58,18.74,buy
2025-07-11,OZON,Information technology,buy,3801.0,10,39455.34,647.92,2462746.49,157821.36,2620567.85,21.62,buy
2025-07-14,RTGZ,Rosneft Oil Company,buy,49800.0,0,14207.62,43.41,2161576.98,56830.5,2218407.47,23.17,buy
2025-07-15,OZON,Information technology,sell,4062.5,6,26321.78,641.44,2605855.96,184143.14,2789999.1,77.76,sell
2025-07-15,SBER,Finance,sell,319.99,70,22294.45,6897.56,2207150.24,173848.94,2380999.18,72.44,sell
2025-07-16,OZON,Information technology,sell,4133.0,6,26510.78,635.03,2624566.81,210653.91,2835220.73,83.22,sell
2025-07-16,SBER,Finance,sell,321.58,69,22181.17,6828.58,2195936.19,196030.12,2391966.3,76.41,sell
2025-07-17,SBER,Finance,sell,327.05,68,22332.89,6760.3,2210955.66,218363.0,2429318.66,86.07,sell
2025-07-18,OZON,Information technology,sell,4198.5,6,26661.61,628.68,2639499.47,237315.52,2876815.0,80.65,sell
2025-07-18,RTGZ,Rosneft Oil Company,sell,51800.0,0,22483.87,42.97,2225903.42,79314.37,2305217.79,78.17,sell
2025-07-18,SBER,Finance,buy,309.0,141,43672.6,6901.63,2132604.87,174690.4,2307295.27,29.76,buy
2025-07-21,OZON,Information technology,sell,4254.5,6,26747.05,622.39,2647958.32,264062.58,2912020.9,84.81,sell
2025-07-21,RTGZ,Rosneft Oil Company,sell,52200.0,0,22430.92,42.54,2220660.95,101745.29,2322406.24,83.01,sell
2025-07-22,OZON,Information technology,sell,4226.0,6,26302.2,616.17,2603918.0,290364.78,2894282.78,73.53,sell
2025-07-22,RTGZ,Rosneft Oil Company,sell,52800.0,0,22461.86,42.12,2223723.93,124207.15,2347931.07,88.41,sell
2025-07-23,OZON,Information technology,sell,4279.5,6,26368.83,610.0,2610514.06,316733.61,2927247.67,80.39,sell
2025-07-23,RTGZ,Rosneft Oil Company,sell,52600.0,0,22153.01,41.69,2193147.72,146360.15,2339507.88,76.99,sell
2025-07-25,RTGZ,Rosneft Oil Company,buy,50600.0,1,29272.03,42.27,2139030.11,117088.12,2256118.23,23.75,buy
2025-07-28,RTGZ,Rosneft Oil Company,buy,50600.0,0,23417.62,42.74,2162447.73,93670.5,2256118.23,23.75,buy
2025-07-28,SBER,Finance,buy,303.97,115,34938.08,7016.57,2132827.73,139752.32,2272580.05,18.64,buy
2025-07-29,RTGZ,Rosneft Oil Company,buy,50600.0,0,18734.1,43.11,2181181.83,74936.4,2256118.23,23.75,buy
2025-07-29,SBER,Finance,buy,305.26,92,27950.46,7108.14,2169829.57,111801.86,2281631.43,29.02,buy
2025-07-30,OZON,Information technology,buy,4060.0,16,63346.72,625.61,2539964.8,253386.89,2793351.69,17.54,buy
2025-07-30,SBER,Finance,buy,303.3,74,22360.37,7181.86,2178258.0,89441.49,2267699.48,22.83,buy
2025-07-31,RTGZ,Rosneft Oil Company,buy,50600.0,0,14987.28,43.4,2196169.11,59949.12,2256118.23,23.75,buy
2025-08-05,RTGZ,Rosneft Oil Company,sell,51600.0,0,22395.72,42.97,2217175.95,82344.84,2299520.78,72.17,sell
2025-08-06,OZON,Information technology,sell,4275.5,6,26747.83,619.35,2648035.3,280134.72,2928170.02,73.86,sell
2025-08-06,RTGZ,Rosneft Oil Company,sell,52600.0,0,22601.44,42.54,2237543.03,104946.28,2342489.31,86.57,sell
2025-08-06,SBER,Finance,sell,310.22,72,22279.56,7110.04,2205676.9,111721.05,2317397.95,73.65,sell
2025-08-07,OZON,Information technology,sell,4361.5,6,27012.99,613.16,2674286.49,307147.71,2981434.21,84.58,sell
2025-08-07,SBER,Finance,sell,313.43,71,22285.0,7038.94,2206215.13,134006.05,2340221.18,83.48,sell
2025-08-08,OZON,Information technology,sell,4448.0,6,27273.25,607.03,2700051.37,334420.96,3034472.33,90.23,sell
2025-08-08,SBER,Finance,sell,317.97,70,22381.72,6968.55,2215790.2,156387.77,2372177.97,90.5,sell
2025-08-11,OZON,Information technology,sell,4424.0,6,26854.83,600.96,2658627.92,361275.79,3019903.71,78.99,sell
2025-08-11,RTGZ,Rosneft Oil Company,sell,52800.0,0,22460.51,42.11,2223590.29,127406.79,2350997.08,77.66,sell
2025-08-11,SBER,Finance,sell,317.82,70,22147.45,6898.87,2192597.47,178535.22,2371132.69,88.75,sell
