symbol,date,rsi_6,rsi_6_signal,rsi_12,rsi_12_signal,rsi_24,rsi_24_signal,macd,macd_signal_line,macd_histogram,macd_signal,calculated_at
MTSS,2018-01-18,48.32,hold,58.05,hold,59.36,hold,5.05,4.01,1.04,hold,2025-08-15 01:18:52
MTSS,2018-01-19,66.65,hold,65.7,hold,62.84,hold,5.17,4.24,0.93,hold,2025-08-15 01:18:52
MTSS,2018-01-22,77.51,sell,71.64,sell,65.92,hold,5.49,4.49,1.0,hold,2025-08-15 01:18:52
MTSS,2018-01-23,87.55,sell,79.19,sell,70.61,sell,6.17,4.83,1.34,hold,2025-08-15 01:18:52
MTSS,2018-01-24,72.55,sell,71.73,sell,67.28,hold,6.46,5.15,1.31,hold,2025-08-15 01:18:52
MTSS,2018-01-25,83.24,sell,78.19,sell,71.21,sell,7.06,5.53,1.52,hold,2025-08-15 01:18:52
MTSS,2018-01-26,85.55,sell,79.79,sell,72.27,sell,7.57,5.94,1.63,hold,2025-08-15 01:18:52
MTSS,2018-01-29,62.25,hold,68.3,hold,67.06,hold,7.64,6.28,1.36,hold,2025-08-15 01:18:52
MTSS,2018-01-30,58.99,hold,66.66,hold,66.31,hold,7.57,6.54,1.03,hold,2025-08-15 01:18:52
MTSS,2018-01-31,78.66,sell,75.44,sell,70.79,sell,7.88,6.81,1.07,hold,2025-08-15 01:18:52
MTSS,2018-02-01,83.55,sell,78.41,sell,72.54,sell,8.23,7.09,1.14,hold,2025-08-15 01:18:52
MTSS,2018-02-02,43.73,hold,55.76,hold,61.19,hold,7.85,7.24,0.6,hold,2025-08-15 01:18:52
MTSS,2018-02-05,44.51,hold,56.07,hold,61.33,hold,7.47,7.29,0.18,hold,2025-08-15 01:18:52
MTSS,2018-02-06,36.08,hold,50.9,hold,58.59,hold,6.94,7.22,-0.28,sell,2025-08-15 01:18:52
MTSS,2018-02-07,28.69,buy,46.03,hold,55.95,hold,6.31,7.04,-0.72,hold,2025-08-15 01:18:52
MTSS,2018-02-08,15.42,buy,34.36,hold,48.79,hold,5.33,6.7,-1.37,hold,2025-08-15 01:18:52
MTSS,2018-02-09,12.68,buy,31.24,hold,46.63,hold,4.36,6.23,-1.87,hold,2025-08-15 01:18:52
MTSS,2018-02-12,56.21,hold,51.89,hold,55.25,hold,4.11,5.8,-1.7,hold,2025-08-15 01:18:52
MTSS,2018-02-13,66.29,hold,58.24,hold,58.39,hold,4.1,5.46,-1.36,hold,2025-08-15 01:18:52
MTSS,2018-02-14,49.33,hold,49.93,hold,54.0,hold,3.79,5.13,-1.34,hold,2025-08-15 01:18:52
MTSS,2018-02-15,62.7,hold,57.16,hold,57.47,hold,3.77,4.86,-1.09,hold,2025-08-15 01:18:52
MTSS,2018-02-16,70.11,sell,61.56,hold,59.69,hold,3.87,4.66,-0.79,hold,2025-08-15 01:18:52
MTSS,2018-02-19,71.41,sell,62.31,hold,60.06,hold,3.94,4.52,-0.58,hold,2025-08-15 01:18:52
MTSS,2018-02-20,75.26,sell,64.4,hold,61.06,hold,4.02,4.42,-0.4,hold,2025-08-15 01:18:52
MTSS,2018-02-21,88.63,sell,74.74,sell,66.68,hold,4.48,4.43,0.05,buy,2025-08-15 01:18:52
MTSS,2018-02-22,69.78,hold,66.58,hold,63.14,hold,4.64,4.47,0.16,hold,2025-08-15 01:18:52
MTSS,2018-02-26,81.06,sell,73.44,sell,66.96,hold,5.02,4.58,0.44,hold,2025-08-15 01:18:52
MTSS,2018-02-27,83.44,sell,75.1,sell,67.95,hold,5.35,4.74,0.62,hold,2025-08-15 01:18:52
MTSS,2018-02-28,35.37,hold,47.81,hold,54.27,hold,4.88,4.76,0.11,hold,2025-08-15 01:18:52
MTSS,2018-03-01,49.69,hold,54.68,hold,57.55,hold,4.68,4.75,-0.06,sell,2025-08-15 01:18:52
MTSS,2018-03-02,43.8,hold,51.22,hold,55.67,hold,4.38,4.67,-0.3,hold,2025-08-15 01:18:52
MTSS,2018-03-05,67.47,hold,63.25,hold,61.64,hold,4.54,4.65,-0.11,hold,2025-08-15 01:18:52
MTSS,2018-03-06,61.14,hold,60.17,hold,60.1,hold,4.54,4.63,-0.09,hold,2025-08-15 01:18:52
MTSS,2018-03-07,55.66,hold,57.69,hold,58.9,hold,4.43,4.59,-0.16,hold,2025-08-15 01:18:52
MTSS,2018-03-09,63.33,hold,60.87,hold,60.33,hold,4.39,4.55,-0.16,hold,2025-08-15 01:18:52
MTSS,2018-03-12,53.06,hold,56.83,hold,58.55,hold,4.23,4.48,-0.26,hold,2025-08-15 01:18:52
MTSS,2018-03-13,77.17,sell,68.37,hold,63.93,hold,4.42,4.47,-0.05,hold,2025-08-15 01:18:52
MTSS,2018-03-14,42.96,hold,50.65,hold,55.29,hold,4.11,4.4,-0.28,hold,2025-08-15 01:18:52
MTSS,2018-03-15,39.4,hold,48.48,hold,54.13,hold,3.77,4.27,-0.51,hold,2025-08-15 01:18:52
MTSS,2018-03-16,64.6,hold,60.66,hold,59.75,hold,3.82,4.18,-0.36,hold,2025-08-15 01:18:52
MTSS,2018-03-19,69.09,hold,63.23,hold,61.05,hold,3.91,4.13,-0.22,hold,2025-08-15 01:18:52
MTSS,2018-03-20,27.3,buy,37.99,hold,46.91,hold,3.14,3.93,-0.79,hold,2025-08-15 01:18:52
MTSS,2018-03-21,26.29,buy,37.19,hold,46.38,hold,2.47,3.64,-1.17,hold,2025-08-15 01:18:52
MTSS,2018-03-22,14.05,buy,26.26,buy,38.44,hold,1.32,3.17,-1.86,hold,2025-08-15 01:18:52
MTSS,2018-03-23,10.06,buy,21.68,buy,34.53,hold,0.03,2.55,-2.52,hold,2025-08-15 01:18:52
MTSS,2018-03-26,8.18,buy,19.37,buy,32.46,hold,-1.19,1.8,-2.99,hold,2025-08-15 01:18:52
MTSS,2018-03-27,7.76,buy,18.88,buy,32.03,hold,-2.18,1.0,-3.18,hold,2025-08-15 01:18:52
MTSS,2018-03-28,31.84,hold,29.3,buy,36.54,hold,-2.71,0.26,-2.97,hold,2025-08-15 01:18:52
MTSS,2018-03-29,25.88,buy,26.74,buy,34.96,hold,-3.23,-0.44,-2.79,hold,2025-08-15 01:18:52
MTSS,2018-03-30,34.46,hold,30.34,hold,36.46,hold,-3.54,-1.06,-2.48,hold,2025-08-15 01:18:52
MTSS,2018-04-02,61.14,hold,44.06,hold,42.56,hold,-3.45,-1.54,-1.91,hold,2025-08-15 01:18:52
MTSS,2018-04-03,46.72,hold,39.13,hold,40.28,hold,-3.49,-1.93,-1.57,hold,2025-08-15 01:18:52
MTSS,2018-04-04,29.65,buy,31.79,hold,36.57,hold,-3.76,-2.29,-1.47,hold,2025-08-15 01:18:52
MTSS,2018-04-05,43.98,hold,38.59,hold,39.6,hold,-3.79,-2.59,-1.2,hold,2025-08-15 01:18:52
MTSS,2018-04-06,37.13,hold,35.86,hold,38.31,hold,-3.86,-2.85,-1.01,hold,2025-08-15 01:18:52
MTSS,2018-04-09,7.33,buy,14.0,buy,23.12,buy,-5.51,-3.38,-2.13,hold,2025-08-15 01:18:52
MTSS,2018-04-10,38.73,hold,35.27,hold,35.75,hold,-5.99,-3.9,-2.09,hold,2025-08-15 01:18:52
MTSS,2018-04-11,33.84,hold,32.38,hold,33.9,hold,-6.52,-4.43,-2.1,hold,2025-08-15 01:18:52
MTSS,2018-04-12,44.94,hold,39.1,hold,37.88,hold,-6.61,-4.86,-1.75,hold,2025-08-15 01:18:52
MTSS,2018-04-13,36.39,hold,34.99,hold,35.56,hold,-6.86,-5.26,-1.6,hold,2025-08-15 01:18:52
MTSS,2018-04-16,33.63,hold,33.7,hold,34.84,hold,-7.06,-5.62,-1.44,hold,2025-08-15 01:18:52
MTSS,2018-04-17,57.22,hold,45.93,hold,41.49,hold,-6.72,-5.84,-0.88,hold,2025-08-15 01:18:52
MTSS,2018-04-18,72.99,sell,56.94,hold,48.23,hold,-5.89,-5.85,-0.04,hold,2025-08-15 01:18:52
MTSS,2018-04-19,73.44,sell,57.27,hold,48.44,hold,-5.16,-5.71,0.55,buy,2025-08-15 01:18:52
MTSS,2018-04-20,61.01,hold,52.98,hold,46.63,hold,-4.66,-5.5,0.84,hold,2025-08-15 01:18:52
MTSS,2018-04-23,56.42,hold,51.42,hold,45.99,hold,-4.27,-5.26,0.98,hold,2025-08-15 01:18:52
MTSS,2018-04-24,68.75,hold,57.03,hold,48.85,hold,-3.74,-4.95,1.22,hold,2025-08-15 01:18:52
MTSS,2018-04-25,65.85,hold,56.18,hold,48.54,hold,-3.3,-4.62,1.33,hold,2025-08-15 01:18:52
MTSS,2018-04-26,86.71,sell,70.18,sell,56.54,hold,-2.38,-4.17,1.79,hold,2025-08-15 01:18:52
MTSS,2018-04-27,79.55,sell,67.5,hold,55.56,hold,-1.69,-3.68,1.98,hold,2025-08-15 01:18:52
MTSS,2018-04-28,67.79,hold,63.21,hold,54.02,hold,-1.22,-3.19,1.97,hold,2025-08-15 01:18:52
MTSS,2018-04-30,77.99,sell,68.5,hold,56.92,hold,-0.65,-2.68,2.03,hold,2025-08-15 01:18:52
MTSS,2018-05-02,43.98,hold,52.84,hold,50.83,hold,-0.52,-2.25,1.73,hold,2025-08-15 01:18:52
MTSS,2018-05-03,34.89,hold,47.38,hold,48.43,hold,-0.55,-1.91,1.36,hold,2025-08-15 01:18:52
MTSS,2018-05-04,31.98,hold,45.63,hold,47.66,hold,-0.61,-1.65,1.04,hold,2025-08-15 01:18:52
MTSS,2018-05-07,47.99,hold,51.24,hold,49.94,hold,-0.54,-1.43,0.89,hold,2025-08-15 01:18:52
MTSS,2018-05-08,36.1,hold,45.67,hold,47.68,hold,-0.59,-1.26,0.67,hold,2025-08-15 01:18:52
MTSS,2018-05-10,34.85,hold,45.07,hold,47.44,hold,-0.64,-1.14,0.5,hold,2025-08-15 01:18:52
MTSS,2018-05-11,28.41,buy,42.03,hold,46.25,hold,-0.72,-1.05,0.33,hold,2025-08-15 01:18:52
MTSS,2018-05-14,45.51,hold,47.15,hold,47.97,hold,-0.71,-0.98,0.27,hold,2025-08-15 01:18:52
MTSS,2018-05-15,32.66,hold,41.99,hold,46.09,hold,-0.78,-0.94,0.17,hold,2025-08-15 01:18:52
MTSS,2018-05-16,33.97,hold,42.36,hold,46.2,hold,-0.81,-0.92,0.1,hold,2025-08-15 01:18:52
MTSS,2018-05-17,80.51,sell,65.44,hold,55.31,hold,-0.48,-0.83,0.35,hold,2025-08-15 01:18:52
MTSS,2018-05-18,79.61,sell,65.09,hold,55.19,hold,-0.22,-0.71,0.49,hold,2025-08-15 01:18:52
MTSS,2018-05-21,83.87,sell,68.48,hold,56.85,hold,0.05,-0.56,0.61,hold,2025-08-15 01:18:52
MTSS,2018-05-22,92.13,sell,77.67,sell,62.31,hold,0.51,-0.34,0.85,hold,2025-08-15 01:18:52
MTSS,2018-05-23,37.5,hold,45.68,hold,48.7,hold,0.37,-0.2,0.57,hold,2025-08-15 01:18:52
MTSS,2018-05-24,23.2,buy,33.56,hold,41.41,hold,-0.11,-0.18,0.07,hold,2025-08-15 01:18:52
MTSS,2018-05-25,28.97,buy,36.58,hold,42.83,hold,-0.43,-0.23,-0.2,sell,2025-08-15 01:18:52
MTSS,2018-05-28,28.76,buy,36.44,hold,42.75,hold,-0.68,-0.32,-0.36,hold,2025-08-15 01:18:52
MTSS,2018-05-29,15.76,buy,26.84,buy,36.82,hold,-1.19,-0.5,-0.69,hold,2025-08-15 01:18:52
MTSS,2018-05-30,23.7,buy,30.41,hold,38.35,hold,-1.52,-0.7,-0.82,hold,2025-08-15 01:18:52
MTSS,2018-05-31,18.31,buy,26.95,buy,36.23,hold,-1.87,-0.93,-0.94,hold,2025-08-15 01:18:52
MTSS,2018-06-01,29.2,buy,31.4,hold,38.03,hold,-2.07,-1.16,-0.91,hold,2025-08-15 01:18:52
MTSS,2018-06-04,59.76,hold,46.97,hold,44.91,hold,-1.98,-1.33,-0.66,hold,2025-08-15 01:18:52
MTSS,2018-06-05,59.14,hold,46.75,hold,44.82,hold,-1.89,-1.44,-0.45,hold,2025-08-15 01:18:52
MTSS,2018-06-06,49.05,hold,43.39,hold,43.42,hold,-1.85,-1.52,-0.33,hold,2025-08-15 01:18:52
MTSS,2018-06-07,60.5,hold,48.68,hold,45.66,hold,-1.73,-1.56,-0.17,hold,2025-08-15 01:18:52
MTSS,2018-06-08,31.42,hold,36.74,hold,40.54,hold,-1.82,-1.62,-0.21,hold,2025-08-15 01:18:52
MTSS,2018-06-09,49.7,hold,45.3,hold,44.21,hold,-1.76,-1.65,-0.12,hold,2025-08-15 01:18:52
MTSS,2018-06-11,37.32,hold,39.66,hold,41.72,hold,-1.79,-1.67,-0.12,hold,2025-08-15 01:18:52
MTSS,2018-06-13,29.25,buy,35.52,hold,39.79,hold,-1.87,-1.71,-0.15,hold,2025-08-15 01:18:52
MTSS,2018-06-14,22.73,buy,31.81,hold,37.98,hold,-1.98,-1.77,-0.21,hold,2025-08-15 01:18:52
MTSS,2018-06-15,42.62,hold,40.04,hold,41.21,hold,-1.96,-1.81,-0.16,hold,2025-08-15 01:18:52
MTSS,2018-06-18,14.55,buy,22.71,buy,31.64,hold,-2.36,-1.92,-0.44,hold,2025-08-15 01:18:52
MTSS,2018-06-19,12.51,buy,20.81,buy,30.28,hold,-2.71,-2.08,-0.64,hold,2025-08-15 01:18:52
MTSS,2018-06-20,21.46,buy,25.08,buy,32.11,hold,-2.92,-2.24,-0.67,hold,2025-08-15 01:18:52
MTSS,2018-06-21,10.25,buy,16.87,buy,26.36,buy,-3.38,-2.47,-0.91,hold,2025-08-15 01:18:52
MTSS,2018-06-22,4.24,buy,9.64,buy,19.13,buy,-4.35,-2.85,-1.51,hold,2025-08-15 01:18:52
MTSS,2018-06-25,6.13,buy,10.75,buy,19.72,buy,-5.05,-3.29,-1.76,hold,2025-08-15 01:18:52
MTSS,2018-06-26,4.35,buy,8.85,buy,17.66,buy,-5.77,-3.79,-1.99,hold,2025-08-15 01:18:52
MTSS,2018-06-27,41.9,hold,31.57,hold,30.26,hold,-5.9,-4.21,-1.69,hold,2025-08-15 01:18:52
MTSS,2018-06-28,46.01,hold,34.25,hold,31.83,hold,-5.88,-4.54,-1.34,hold,2025-08-15 01:18:52
MTSS,2018-06-29,79.51,sell,62.75,hold,51.44,hold,-4.94,-4.62,-0.32,hold,2025-08-15 01:18:52
MTSS,2018-07-02,86.2,sell,71.03,sell,58.66,hold,-3.67,-4.43,0.76,buy,2025-08-15 01:18:52
MTSS,2018-07-03,70.16,sell,62.79,hold,54.28,hold,-2.87,-4.12,1.25,hold,2025-08-15 01:18:52
MTSS,2018-07-04,76.17,sell,67.14,hold,57.61,hold,-1.98,-3.69,1.71,hold,2025-08-15 01:18:52
MTSS,2018-07-05,82.83,sell,72.41,sell,61.78,hold,-0.94,-3.14,2.2,hold,2025-08-15 01:18:52
MTSS,2018-07-06,39.79,hold,47.53,hold,47.69,hold,-1.0,-2.71,1.71,hold,2025-08-15 01:18:52
MTSS,2018-07-09,46.32,hold,50.87,hold,49.77,hold,-0.88,-2.35,1.46,hold,2025-08-15 01:18:52
MTSS,2018-07-10,32.74,hold,42.21,hold,44.51,hold,-1.19,-2.12,0.93,hold,2025-08-15 01:18:52
MTSS,2018-07-11,30.62,hold,40.82,hold,43.66,hold,-1.48,-1.99,0.51,hold,2025-08-15 01:18:52
MTSS,2018-07-12,23.4,buy,36.06,hold,40.79,hold,-1.92,-1.98,0.05,hold,2025-08-15 01:18:52
MTSS,2018-07-13,21.33,buy,34.66,hold,39.95,hold,-2.32,-2.04,-0.27,sell,2025-08-15 01:18:52
MTSS,2018-07-16,23.56,buy,35.35,hold,40.27,hold,-2.58,-2.15,-0.43,hold,2025-08-15 01:18:52
MTSS,2018-07-17,36.7,hold,39.38,hold,42.0,hold,-2.68,-2.26,-0.42,hold,2025-08-15 01:18:52
MTSS,2018-07-18,27.78,buy,35.86,hold,40.31,hold,-2.83,-2.37,-0.46,hold,2025-08-15 01:18:52
MTSS,2018-07-19,23.74,buy,34.06,hold,39.44,hold,-2.98,-2.49,-0.48,hold,2025-08-15 01:18:52
MTSS,2018-07-20,15.01,buy,29.13,buy,36.98,hold,-3.22,-2.64,-0.58,hold,2025-08-15 01:18:52
MTSS,2018-07-23,7.13,buy,21.3,buy,32.28,hold,-3.71,-2.85,-0.86,hold,2025-08-15 01:18:52
MTSS,2018-07-24,26.59,buy,29.39,buy,35.5,hold,-3.93,-3.07,-0.86,hold,2025-08-15 01:18:52
MTSS,2018-07-25,23.28,buy,27.76,buy,34.63,hold,-4.12,-3.28,-0.84,hold,2025-08-15 01:18:52
MTSS,2018-07-26,31.26,hold,30.78,hold,35.76,hold,-4.18,-3.46,-0.72,hold,2025-08-15 01:18:52
MTSS,2018-07-27,42.2,hold,34.97,hold,37.3,hold,-4.13,-3.59,-0.54,hold,2025-08-15 01:18:52
MTSS,2018-07-30,24.54,buy,28.41,buy,34.41,hold,-4.21,-3.72,-0.49,hold,2025-08-15 01:18:52
MTSS,2018-07-31,51.13,hold,40.63,hold,39.17,hold,-4.07,-3.79,-0.28,hold,2025-08-15 01:18:52
MTSS,2018-08-01,37.06,hold,35.17,hold,36.93,hold,-4.03,-3.83,-0.2,hold,2025-08-15 01:18:52
MTSS,2018-08-02,29.49,buy,31.81,hold,35.46,hold,-4.03,-3.87,-0.16,hold,2025-08-15 01:18:52
MTSS,2018-08-03,25.8,buy,30.1,hold,34.71,hold,-4.03,-3.91,-0.13,hold,2025-08-15 01:18:52
MTSS,2018-08-06,47.11,hold,38.98,hold,37.99,hold,-3.89,-3.9,0.01,buy,2025-08-15 01:18:52
MTSS,2018-08-07,51.36,hold,40.91,hold,38.72,hold,-3.72,-3.87,0.15,hold,2025-08-15 01:18:52
MTSS,2018-08-08,16.49,buy,24.03,buy,31.23,hold,-3.92,-3.88,-0.04,sell,2025-08-15 01:18:52
MTSS,2018-08-09,9.22,buy,17.11,buy,26.59,buy,-4.34,-3.97,-0.37,hold,2025-08-15 01:18:52
MTSS,2018-08-10,10.63,buy,17.83,buy,26.89,buy,-4.61,-4.1,-0.51,hold,2025-08-15 01:18:52
MTSS,2018-08-13,9.4,buy,16.8,buy,26.19,buy,-4.82,-4.24,-0.58,hold,2025-08-15 01:18:52
MTSS,2018-08-14,6.0,buy,13.56,buy,23.82,buy,-5.09,-4.41,-0.68,hold,2025-08-15 01:18:52
MTSS,2018-08-15,4.7,buy,12.05,buy,22.6,buy,-5.34,-4.6,-0.75,hold,2025-08-15 01:18:52
MTSS,2018-08-16,3.68,buy,10.76,buy,21.51,buy,-5.56,-4.79,-0.77,hold,2025-08-15 01:18:52
MTSS,2018-08-17,3.52,buy,10.57,buy,21.35,buy,-5.68,-4.97,-0.71,hold,2025-08-15 01:18:52
MTSS,2018-08-20,19.22,buy,16.41,buy,23.41,buy,-5.67,-5.11,-0.56,hold,2025-08-15 01:18:52
MTSS,2018-08-21,72.91,sell,50.0,hold,38.65,hold,-5.25,-5.14,-0.11,hold,2025-08-15 01:18:52
MTSS,2018-08-22,73.48,sell,50.54,hold,38.96,hold,-4.85,-5.08,0.23,buy,2025-08-15 01:18:52
MTSS,2018-08-23,49.52,hold,41.75,hold,35.78,hold,-4.62,-4.99,0.37,hold,2025-08-15 01:18:52
MTSS,2018-08-24,44.59,hold,39.77,hold,35.03,hold,-4.41,-4.87,0.46,hold,2025-08-15 01:18:52
MTSS,2018-08-27,74.85,sell,59.41,hold,45.73,hold,-3.93,-4.68,0.76,hold,2025-08-15 01:18:52
MTSS,2018-08-28,86.51,sell,71.72,sell,54.86,hold,-3.19,-4.39,1.19,hold,2025-08-15 01:18:52
MTSS,2018-08-29,89.13,sell,75.05,sell,57.74,hold,-2.46,-4.0,1.54,hold,2025-08-15 01:18:52
MTSS,2018-08-30,72.75,sell,67.31,hold,54.61,hold,-1.96,-3.59,1.63,hold,2025-08-15 01:18:52
MTSS,2018-08-31,82.97,sell,74.55,sell,60.09,hold,-1.32,-3.14,1.82,hold,2025-08-15 01:18:52
MTSS,2018-09-03,86.71,sell,77.68,sell,62.71,hold,-0.68,-2.65,1.96,hold,2025-08-15 01:18:52
MTSS,2018-09-04,38.36,hold,48.67,hold,48.51,hold,-0.67,-2.25,1.58,hold,2025-08-15 01:18:52
MTSS,2018-09-05,43.06,hold,50.96,hold,49.81,hold,-0.6,-1.92,1.32,hold,2025-08-15 01:18:52
MTSS,2018-09-06,33.03,hold,44.32,hold,46.19,hold,-0.68,-1.67,0.99,hold,2025-08-15 01:18:52
MTSS,2018-09-07,32.45,hold,43.95,hold,45.99,hold,-0.75,-1.49,0.74,hold,2025-08-15 01:18:52
MTSS,2018-09-10,31.32,hold,43.32,hold,45.68,hold,-0.8,-1.35,0.55,hold,2025-08-15 01:18:52
MTSS,2018-09-11,14.93,buy,31.37,hold,39.13,hold,-1.1,-1.3,0.2,hold,2025-08-15 01:18:52
MTSS,2018-09-12,55.14,hold,50.94,hold,48.88,hold,-1.0,-1.24,0.24,hold,2025-08-15 01:18:52
MTSS,2018-09-13,80.29,sell,70.26,sell,61.72,hold,-0.28,-1.05,0.77,hold,2025-08-15 01:18:52
MTSS,2018-09-14,82.84,sell,72.67,sell,63.6,hold,0.41,-0.76,1.17,hold,2025-08-15 01:18:52
MTSS,2018-09-17,92.5,sell,83.74,sell,73.63,sell,1.8,-0.25,2.04,hold,2025-08-15 01:18:52
MTSS,2018-09-18,93.67,sell,85.39,sell,75.36,sell,3.06,0.42,2.64,hold,2025-08-15 01:18:52
MTSS,2018-09-19,71.24,sell,72.86,sell,68.34,hold,3.73,1.08,2.65,hold,2025-08-15 01:18:52
MTSS,2018-09-20,52.26,hold,61.34,hold,61.58,hold,3.9,1.64,2.26,hold,2025-08-15 01:18:52
MTSS,2018-09-21,67.71,hold,68.81,hold,66.23,hold,4.38,2.19,2.19,hold,2025-08-15 01:18:52
MTSS,2018-09-24,57.77,hold,63.31,hold,63.08,hold,4.57,2.67,1.9,hold,2025-08-15 01:18:52
MTSS,2018-09-25,53.7,hold,61.19,hold,61.9,hold,4.6,3.05,1.55,hold,2025-08-15 01:18:52
MTSS,2018-09-26,33.89,hold,49.52,hold,55.23,hold,4.24,3.29,0.95,hold,2025-08-15 01:18:52
MTSS,2018-09-27,52.72,hold,56.99,hold,58.94,hold,4.17,3.47,0.7,hold,2025-08-15 01:18:52
MTSS,2018-09-28,49.05,hold,55.18,hold,57.96,hold,4.02,3.58,0.44,hold,2025-08-15 01:18:52
MTSS,2018-10-01,62.46,hold,60.6,hold,60.57,hold,4.03,3.67,0.36,hold,2025-08-15 01:18:52
MTSS,2018-10-02,45.92,hold,53.18,hold,56.82,hold,3.82,3.7,0.12,hold,2025-08-15 01:18:52
MTSS,2018-10-03,67.15,hold,62.62,hold,61.35,hold,3.91,3.74,0.17,hold,2025-08-15 01:18:52
MTSS,2018-10-04,68.09,hold,63.09,hold,61.59,hold,3.95,3.78,0.17,hold,2025-08-15 01:18:52
MTSS,2018-10-05,53.23,hold,57.15,hold,58.88,hold,3.83,3.79,0.04,hold,2025-08-15 01:18:52
MTSS,2018-10-08,24.94,buy,40.45,hold,50.0,hold,3.27,3.69,-0.41,sell,2025-08-15 01:18:52
MTSS,2018-10-09,13.52,buy,29.06,buy,42.16,hold,2.33,3.42,-1.08,hold,2025-08-15 01:18:52
MTSS,2018-10-10,12.82,buy,28.26,buy,41.56,hold,1.53,3.04,-1.51,hold,2025-08-15 01:18:52
MTSS,2018-10-11,11.07,buy,26.38,buy,40.2,hold,0.79,2.59,-1.8,hold,2025-08-15 01:18:52
MTSS,2018-10-12,48.13,hold,43.07,hold,47.23,hold,0.53,2.18,-1.65,hold,2025-08-15 01:18:52
MTSS,2018-10-15,64.19,hold,52.79,hold,51.95,hold,0.58,1.86,-1.28,hold,2025-08-15 01:18:52
MTSS,2018-10-16,74.02,sell,59.86,hold,55.71,hold,0.82,1.65,-0.83,hold,2025-08-15 01:18:52
MTSS,2018-10-17,62.27,hold,55.08,hold,53.48,hold,0.9,1.5,-0.6,hold,2025-08-15 01:18:52
MTSS,2018-10-18,46.56,hold,48.17,hold,50.16,hold,0.78,1.36,-0.57,hold,2025-08-15 01:18:52
MTSS,2018-10-19,56.95,hold,52.93,hold,52.36,hold,0.8,1.24,-0.45,hold,2025-08-15 01:18:52
MTSS,2018-10-22,26.77,buy,36.5,hold,43.69,hold,0.33,1.06,-0.73,hold,2025-08-15 01:18:52
MTSS,2018-10-23,20.48,buy,31.69,hold,40.67,hold,-0.22,0.81,-1.03,hold,2025-08-15 01:18:52
MTSS,2018-10-24,20.34,buy,31.59,hold,40.6,hold,-0.66,0.51,-1.17,hold,2025-08-15 01:18:52
MTSS,2018-10-25,18.1,buy,30.09,hold,39.72,hold,-1.05,0.2,-1.25,hold,2025-08-15 01:18:52
MTSS,2018-10-26,10.29,buy,23.59,buy,35.6,hold,-1.59,-0.16,-1.44,hold,2025-08-15 01:18:52
MTSS,2018-10-29,19.42,buy,27.08,buy,36.93,hold,-1.96,-0.52,-1.44,hold,2025-08-15 01:18:52
MTSS,2018-10-30,13.38,buy,23.13,buy,34.47,hold,-2.37,-0.89,-1.48,hold,2025-08-15 01:18:52
MTSS,2018-10-31,23.85,buy,27.1,buy,35.94,hold,-2.62,-1.23,-1.38,hold,2025-08-15 01:18:52
MTSS,2018-11-01,35.64,hold,31.62,hold,37.58,hold,-2.73,-1.53,-1.2,hold,2025-08-15 01:18:52
MTSS,2018-11-02,72.23,sell,52.7,hold,46.62,hold,-2.47,-1.72,-0.75,hold,2025-08-15 01:18:52
MTSS,2018-11-06,79.62,sell,59.43,hold,50.19,hold,-2.1,-1.8,-0.3,hold,2025-08-15 01:18:52
MTSS,2018-11-07,91.65,sell,75.41,sell,61.11,hold,-1.23,-1.68,0.45,buy,2025-08-15 01:18:52
MTSS,2018-11-08,93.65,sell,79.11,sell,64.35,hold,-0.32,-1.41,1.09,hold,2025-08-15 01:18:52
MTSS,2018-11-09,60.65,hold,61.38,hold,56.11,hold,0.05,-1.12,1.17,hold,2025-08-15 01:18:52
MTSS,2018-11-12,43.81,hold,50.87,hold,50.62,hold,0.07,-0.88,0.95,hold,2025-08-15 01:18:52
MTSS,2018-11-13,55.85,hold,56.98,hold,54.05,hold,0.28,-0.65,0.93,hold,2025-08-15 01:18:52
MTSS,2018-11-14,60.85,hold,59.51,hold,55.48,hold,0.52,-0.42,0.93,hold,2025-08-15 01:18:52
MTSS,2018-11-15,70.97,sell,64.88,hold,58.56,hold,0.87,-0.16,1.03,hold,2025-08-15 01:18:52
MTSS,2018-11-16,40.78,hold,49.13,hold,50.75,hold,0.78,0.03,0.75,hold,2025-08-15 01:18:52
MTSS,2018-11-19,37.32,hold,47.03,hold,49.63,hold,0.65,0.15,0.49,hold,2025-08-15 01:18:52
MTSS,2018-11-20,11.47,buy,24.0,buy,34.09,hold,-0.53,0.02,-0.55,sell,2025-08-15 01:18:52
MTSS,2018-11-21,10.98,buy,23.39,buy,33.58,hold,-1.49,-0.28,-1.21,hold,2025-08-15 01:18:52
MTSS,2018-11-22,22.7,buy,28.91,buy,36.28,hold,-2.1,-0.65,-1.46,hold,2025-08-15 01:18:52
MTSS,2018-11-23,14.19,buy,22.63,buy,31.71,hold,-2.96,-1.11,-1.85,hold,2025-08-15 01:18:52
MTSS,2018-11-26,12.38,buy,21.13,buy,30.55,hold,-3.71,-1.63,-2.08,hold,2025-08-15 01:18:52
MTSS,2018-11-27,26.41,buy,27.25,buy,33.39,hold,-4.14,-2.13,-2.01,hold,2025-08-15 01:18:52
MTSS,2018-11-28,25.28,buy,26.76,buy,33.09,hold,-4.45,-2.6,-1.85,hold,2025-08-15 01:18:52
